track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m
low,pop,indie poptimism,0.631,0.6,2,-7.912,major,0.0589,0.167,6.30E-05,0.101,0.525,76.015,3.2969
low,pop,indie poptimism,0.621,0.762,5,-6.376,major,0.0328,0.106,2.71E-06,0.302,0.395,95.014,3.648933333
low,pop,indie poptimism,0.537,0.347,4,-10.245,major,0.0303,0.444,0.00343,0.111,0.0968,110.011,4.58355
low,pop,indie poptimism,0.447,0.247,3,-10.479,minor,0.0327,0.791,3.85E-05,0.298,0.291,77.791,2.227333333
low,pop,indie poptimism,0.594,0.804,7,-3.311,major,0.0378,0.221,0,0.12,0.326,115.941,4.275866667
low,pop,indie poptimism,0.446,0.456,6,-7.338,major,0.054,0.595,0,0.0752,0.27,145.056,3.91755
low,pop,indie poptimism,0.646,0.485,0,-6.647,major,0.0829,0.501,0,0.121,0.408,148.13,3.062
low,pop,indie poptimism,0.31,0.741,6,-5.137,major,0.0366,0.000406,9.75E-05,0.107,0.289,120.065,3.622216667
low,pop,indie poptimism,0.784,0.692,5,-5.634,major,0.0338,0.23,1.14E-06,0.325,0.962,103.007,3.474883333
low,pop,indie poptimism,0.595,0.575,9,-7.214,major,0.0342,0.000651,0.00108,0.11,0.354,134.018,3.53875
low,pop,indie poptimism,0.715,0.96,10,-5.091,major,0.0526,0.156,0.00331,0.0583,0.809,169.977,3.077366667
low,pop,indie poptimism,0.695,0.715,6,-6.675,minor,0.0528,0.0568,0.000221,0.0992,0.891,96.997,3.24015
low,pop,indie poptimism,0.74,0.415,0,-8.914,major,0.0707,0.242,0.000156,0.319,0.156,136.029,3.002683333
low,pop,indie poptimism,0.583,0.778,5,-4.766,major,0.0403,0.000276,0,0.621,0.446,122.053,3.64315
high,pop,indie poptimism,0.653,0.565,1,-6.636,major,0.0354,0.00561,3.02E-05,0.145,0.165,124.987,3.704216667
low,pop,indie poptimism,0.573,0.873,0,-3.838,major,0.0297,0.000431,0,0.403,0.842,102.012,3.11505
low,pop,indie poptimism,0.683,0.682,4,-5.911,minor,0.0323,0.0361,1.47E-05,0.159,0.506,93.994,3.727116667
low,pop,indie poptimism,0.702,0.658,1,-5.522,major,0.0262,0.00844,8.11E-06,0.232,0.773,103.025,3.062666667
low,pop,indie poptimism,0.572,0.406,10,-8.624,major,0.0427,0.587,4.48E-06,0.102,0.265,119.812,3.3514
low,pop,indie poptimism,0.81,0.305,8,-6.165,minor,0.0902,0.28,0.000116,0.203,0.732,120.013,2.865133333
low,pop,indie poptimism,0.797,0.93,11,-3.37,minor,0.0455,0.0636,0.000123,0.951,0.907,123.985,2.659783333
low,pop,indie poptimism,0.756,0.675,7,-6.479,major,0.0755,0.00767,0.000909,0.0535,0.34,98.092,3.147066667
low,pop,indie poptimism,0.577,0.627,1,-5.553,minor,0.0533,0.0491,1.24E-06,0.0766,0.446,78.96,3.298883333
low,pop,indie poptimism,0.793,0.755,4,-4.561,minor,0.0737,0.077,0.000271,0.0868,0.664,99.912,2.4614
low,pop,indie poptimism,0.415,0.334,7,-9.412,major,0.045,0.65,0.00088,0.131,0.359,199.895,3.129033333
low,pop,indie poptimism,0.745,0.664,1,-4.28,major,0.0613,0.498,8.15E-06,0.0777,0.468,108.067,2.97055
low,pop,indie poptimism,0.623,0.751,8,-3.176,major,0.235,0.324,3.31E-06,0.158,0.59,91,3.41715
low,pop,indie poptimism,0.702,0.603,7,-6.833,minor,0.0598,0.168,0,0.213,0.717,106.023,3.668083333
low,pop,indie poptimism,0.46,0.945,10,-4.483,major,0.176,0.00509,7.79E-05,0.145,0.397,76.445,3.633016667
low,pop,indie poptimism,0.535,0.724,7,-5.192,major,0.191,0.102,0.000121,0.207,0.501,180.077,4.30795
low,pop,indie poptimism,0.551,0.742,8,-5.216,major,0.0724,0.0624,0.000221,0.0673,0.614,160.081,3.401483333
low,pop,indie poptimism,0.716,0.727,10,-6.734,major,0.296,0.0264,0,0.0717,0.597,97.977,3.09845
low,pop,indie poptimism,0.726,0.727,9,-4.919,major,0.0969,0.363,0,0.231,0.815,77.543,2.778266667
low,pop,indie poptimism,0.936,0.353,11,-12.17,major,0.0458,0.691,2.73E-05,0.133,0.863,124.964,3.016666667
low,pop,indie poptimism,0.451,0.0873,3,-16.815,major,0.063,0.907,2.46E-06,0.354,0.456,166.598,3.333333333
low,pop,indie poptimism,0.597,0.721,5,-6.559,major,0.0346,0.25,0.105,0.426,0.419,79.064,3.778516667
low,pop,indie poptimism,0.465,0.522,7,-9.953,major,0.0636,0.599,1.46E-05,0.0756,0.0907,139.967,4.573816667
low,pop,indie poptimism,0.497,0.701,7,-6.834,major,0.119,0.000568,0.000287,0.352,0.18,76.918,3.825516667
low,pop,indie poptimism,0.909,0.392,6,-6.221,minor,0.0652,0.278,1.77E-06,0.106,0.61,127.052,2.582683333
low,pop,indie poptimism,0.781,0.366,2,-10.324,major,0.0401,0.679,0.582,0.11,0.793,140.021,2.371433333
low,pop,indie poptimism,0.377,0.566,11,-6.173,major,0.044,0.134,0,0.135,0.222,154.875,6.090316667
low,pop,indie poptimism,0.782,0.438,4,-9.443,major,0.0312,0.45,3.69E-06,0.168,0.561,100.037,3.463333333
low,pop,indie poptimism,0.758,0.519,0,-5.832,minor,0.0362,0.116,0,0.183,0.417,92.99,2.947116667
low,pop,indie poptimism,0.362,0.684,2,-5.174,minor,0.0854,0.279,1.08E-05,0.165,0.389,85.201,2.960016667
low,pop,indie poptimism,0.555,0.62,9,-5.822,minor,0.118,0.0891,0.00306,0.107,0.371,193.924,3.61275
low,pop,indie poptimism,0.729,0.625,3,-6.878,major,0.115,0.0535,0,0.395,0.667,99.991,3.240683333
low,pop,indie poptimism,0.712,0.46,0,-9.6,major,0.201,0.66,6.42E-06,0.101,0.123,79.98,4.180616667
low,pop,indie poptimism,0.533,0.5,7,-8.273,major,0.0481,0.772,0,0.112,0.14,99.77,2.96905
low,pop,indie poptimism,0.609,0.726,1,-3.947,minor,0.108,0.00252,0,0.0745,0.616,79.967,3.310666667
low,pop,indie poptimism,0.575,0.679,1,-4.442,major,0.0432,0.547,0,0.34,0.204,169.886,2.722333333
low,pop,indie poptimism,0.53,0.444,0,-9.779,minor,0.0338,0.669,0,0.142,0.165,122.917,3.885083333
low,pop,indie poptimism,0.498,0.798,3,-4.637,major,0.0902,0.0992,3.47E-06,0.119,0.369,138.058,4.74155
low,pop,indie poptimism,0.441,0.66,5,-3.335,major,0.0508,0.0265,0,0.351,0.765,177.718,2.38935
low,pop,indie poptimism,0.72,0.802,4,-5.799,minor,0.0672,0.0319,0,0.0625,0.661,119.884,3.004366667
low,pop,indie poptimism,0.736,0.446,11,-9.437,major,0.0571,0.886,0.0137,0.075,0.231,106.046,3.408766667
low,pop,indie poptimism,0.229,0.915,10,-4.939,minor,0.0762,0.0103,0.471,0.104,0.305,177.989,3.712666667
low,pop,indie poptimism,0.74,0.543,7,-7.201,major,0.108,0.09,0,0.135,0.46,157.987,2.7424
low,pop,indie poptimism,0.437,0.523,0,-7.664,minor,0.0655,0.593,4.15E-06,0.171,0.363,169.872,2.552933333
low,pop,indie poptimism,0.442,0.431,0,-9.007,minor,0.0382,0.0102,0.000202,0.118,0.0707,109.128,3.256016667
low,pop,indie poptimism,0.897,0.449,7,-9.353,major,0.0921,0.353,4.31E-06,0.122,0.631,115.959,2.971633333
low,pop,indie poptimism,0.613,0.36,8,-12.49,major,0.062,0.892,0.293,0.381,0.445,77.983,3.074216667
high,pop,indie poptimism,0.573,0.441,6,-5.799,minor,0.0758,0.186,0,0.61,0.389,61.657,3.09245
low,pop,indie poptimism,0.755,0.496,2,-7.412,major,0.0787,0.197,0.000194,0.338,0.718,76.528,3.404
low,pop,indie poptimism,0.559,0.642,9,-9.127,major,0.103,0.0251,2.91E-06,0.266,0.203,100.083,3.766666667
low,pop,indie poptimism,0.52,0.845,9,-4.567,major,0.0467,0.00163,0,0.311,0.537,127.709,3.7128
low,pop,indie poptimism,0.549,0.653,0,-7.47,major,0.0503,0.457,0,0.0969,0.287,121.348,3.11955
low,pop,indie poptimism,0.752,0.739,3,-3.761,minor,0.0607,0.185,0,0.0982,0.652,104.937,2.874283333
low,pop,indie poptimism,0.581,0.749,1,-3.632,minor,0.0493,0.0977,3.48E-05,0.111,0.675,100.092,3.617783333
low,pop,indie poptimism,0.538,0.925,0,-4.62,major,0.0631,0.00249,4.52E-05,0.11,0.397,135.025,4.298
low,pop,indie poptimism,0.818,0.574,10,-7.192,major,0.0476,0.29,0,0.0875,0.869,120.027,3.852016667
low,pop,indie poptimism,0.638,0.793,10,-6.676,major,0.0393,0.0109,0.0253,0.161,0.523,113.944,3.266216667
low,pop,indie poptimism,0.566,0.763,7,-6.146,minor,0.0296,0.00119,0,0.324,0.577,134.973,3.986
high,pop,indie poptimism,0.46,0.928,2,-3.683,major,0.0451,0.00595,0,0.24,0.684,75.05,3.663333333
low,pop,indie poptimism,0.609,0.872,8,-4.72,major,0.0447,0.0483,0.000971,0.119,0.534,111.967,3.4129
low,pop,indie poptimism,0.646,0.85,7,-5.145,major,0.043,0.028,7.21E-05,0.281,0.518,116.999,2.762
low,pop,indie poptimism,0.588,0.602,11,-8.919,minor,0.0322,0.0442,0.00278,0.428,0.239,128.019,3.913333333
low,pop,indie poptimism,0.718,0.618,10,-5.824,major,0.0343,0.065,0,0.397,0.511,122.958,3.318
high,pop,indie poptimism,0.752,0.698,11,-6.53,major,0.306,0.52,0,0.211,0.347,132.058,2.65755
low,pop,indie poptimism,0.66,0.779,3,-4.625,major,0.0309,0.00746,0,0.193,0.559,128.007,2.885133333
low,pop,indie poptimism,0.671,0.673,11,-6.941,minor,0.0444,0.148,5.29E-05,0.304,0.494,121.963,3.962
low,pop,indie poptimism,0.57,0.798,9,-4.92,major,0.0323,0.102,0.000128,0.178,0.671,103.303,2.85555
low,pop,indie poptimism,0.591,0.868,0,-5.555,major,0.0362,0.00128,0.000586,0.116,0.553,110.018,3.457116667
low,pop,indie poptimism,0.441,0.802,0,-6.411,major,0.0305,0.0104,6.25E-05,0.123,0.783,148.023,3.639266667
low,pop,indie poptimism,0.439,0.819,6,-4.253,major,0.0751,0.0134,0,0.2,0.567,179.885,3.43295
low,pop,indie poptimism,0.6,0.828,1,-5.485,major,0.121,0.00448,0,0.168,0.356,130.913,3.23645
low,pop,indie poptimism,0.688,0.707,8,-6.852,major,0.04,0.109,7.80E-05,0.0909,0.578,129.984,3.73455
low,pop,indie poptimism,0.457,0.612,4,-6.765,minor,0.156,0.233,0,0.117,0.495,160.097,2.75
low,pop,indie poptimism,0.229,0.871,6,-4.558,major,0.103,0.0133,2.18E-06,0.266,0.395,86.965,3.594216667
low,pop,indie poptimism,0.594,0.709,6,-9.541,minor,0.0377,0.0315,0.0562,0.0738,0.587,90.001,4.004883333
low,pop,indie poptimism,0.706,0.457,4,-9.359,major,0.0383,0.282,0.00849,0.0614,0.723,78.014,3.486083333
low,pop,indie poptimism,0.619,0.711,4,-5.211,minor,0.0328,0.0149,2.20E-05,0.0968,0.309,90.987,3.437783333
low,pop,indie poptimism,0.634,0.743,8,-4.039,major,0.0392,0.00298,1.96E-06,0.0442,0.243,118.937,3.964666667
low,pop,indie poptimism,0.507,0.799,6,-4.53,major,0.0377,0.00604,2.52E-05,0.15,0.616,146.038,3.6757
low,pop,indie poptimism,0.526,0.637,7,-5.052,major,0.0656,0.02,1.25E-06,0.0978,0.765,176.1,3.166
low,pop,indie poptimism,0.583,0.862,4,-4.387,major,0.0575,0.0468,0,0.256,0.422,105.999,3.414
low,pop,indie poptimism,0.661,0.762,5,-4.307,major,0.0402,0.452,0,0.162,0.583,101.99,3.737066667
low,pop,indie poptimism,0.612,0.921,0,-5.338,major,0.0705,0.0115,0,0.166,0.674,96.045,2.78155
high,pop,indie poptimism,0.56,0.936,3,-5.835,major,0.0439,0.00847,0,0.161,0.371,112.96,3.63355
low,pop,indie poptimism,0.389,0.634,4,-6.362,minor,0.137,0.017,0,0.101,0.27,169.539,3.1968
low,pop,indie poptimism,0.671,0.794,2,-6.328,minor,0.0568,0.101,0,0.29,0.533,144.981,3.1987
low,pop,indie poptimism,0.58,0.795,4,-5.123,minor,0.036,0.00287,0.000202,0.134,0.27,126.013,3.36225
low,pop,indie poptimism,0.582,0.821,0,-4.861,major,0.0365,0.00754,2.10E-06,0.818,0.468,100.025,4.356216667
low,pop,indie poptimism,0.537,0.66,8,-7.415,minor,0.0341,0.00866,1.41E-05,0.279,0.235,89.935,4.432883333
low,pop,indie poptimism,0.827,0.682,6,-7.111,minor,0.0435,0.00048,0.0187,0.101,0.933,117.967,3.912883333
low,pop,indie poptimism,0.545,0.968,9,-3.553,minor,0.0853,0.0387,0.00325,0.331,0.527,169.965,3.489766667
low,pop,indie poptimism,0.603,0.952,6,-3.699,major,0.0947,0.00189,0.000445,0.317,0.588,133.97,2.727116667
low,pop,indie poptimism,0.743,0.733,2,-5.576,major,0.0352,0.00705,0.00753,0.0565,0.726,122.975,3.86495
low,pop,indie poptimism,0.585,0.619,8,-6.643,major,0.0286,0.0824,2.57E-06,0.0996,0.337,100.045,3.320366667
low,pop,indie poptimism,0.568,0.746,7,-5.437,major,0.0462,0.0054,0,0.162,0.409,125.04,3.194
low,pop,indie poptimism,0.67,0.843,1,-4.311,major,0.0454,0.0392,0,0.225,0.713,117.01,3.200666667
low,pop,indie poptimism,0.418,0.922,7,-4.595,major,0.122,0.000567,0,0.122,0.238,94.927,3.153016667
low,pop,indie poptimism,0.675,0.72,1,-4.768,minor,0.21,0.033,1.30E-05,0.0311,0.593,168.039,3.175783333
low,pop,indie poptimism,0.604,0.724,5,-4.532,major,0.146,0.0693,0,0.07,0.419,180.097,3.377783333
low,pop,indie poptimism,0.548,0.907,11,-5.236,major,0.057,0.0105,0,0.274,0.581,96.01,3.62
low,pop,indie poptimism,0.553,0.842,3,-4.832,major,0.0916,0.252,7.17E-05,0.121,0.415,171.983,3.513066667
low,pop,indie poptimism,0.612,0.89,10,-2.827,minor,0.047,0.000478,0,0.0672,0.886,118.989,3.604216667
low,pop,indie poptimism,0.513,0.924,9,-4.574,major,0.0503,0.000151,0.0203,0.303,0.52,145.01,3.95755
low,pop,indie poptimism,0.69,0.753,6,-3.83,major,0.0555,0.162,0,0.0718,0.931,148.024,3.0578
low,pop,indie poptimism,0.612,0.913,9,-4.668,major,0.0492,0.0015,0,0.117,0.803,120.001,3.387783333
low,pop,indie poptimism,0.567,0.83,0,-5.655,major,0.0281,9.60E-05,0.248,0.394,0.158,93.996,3.42645
low,pop,indie poptimism,0.523,0.655,1,-7.972,major,0.0349,0.00491,0,0.322,0.371,100,3.888883333
low,pop,indie poptimism,0.452,0.824,0,-4.68,major,0.0526,0.000469,0.000644,0.138,0.676,97.083,3.693633333
low,pop,indie poptimism,0.67,0.888,0,-5.368,major,0.0299,0.00901,0,0.419,0.652,101.855,3.192883333
low,pop,indie poptimism,0.68,0.735,11,-5.553,minor,0.0482,0.0505,0.00132,0.109,0.523,106.994,3.552
low,pop,indie poptimism,0.543,0.908,1,-8.543,minor,0.102,0.00015,0.85,0.0921,0.387,147.901,2.162166667
low,pop,indie poptimism,0.548,0.899,3,-4.773,major,0.0458,0.00037,0.000599,0.0854,0.552,118.986,3.757733333
low,pop,indie poptimism,0.613,0.661,9,-4.984,major,0.0263,0.00652,0,0.0976,0.509,110.978,3.846216667
low,pop,indie poptimism,0.554,0.776,2,-4.756,major,0.0411,0.00438,2.58E-06,0.764,0.522,116.076,3.254
low,pop,indie poptimism,0.586,0.814,7,-6.244,major,0.114,0.178,2.70E-05,0.133,0.646,104.925,3.809516667
low,pop,indie poptimism,0.769,0.569,7,-5.615,major,0.191,0.255,0,0.0964,0.485,110.032,3.054666667
low,pop,indie poptimism,0.76,0.674,3,-6.425,major,0.0411,0.231,0.0027,0.0728,0.797,140.022,3.401116667
low,pop,indie poptimism,0.309,0.869,2,-3.298,major,0.0771,0.0136,0,0.0454,0.454,111.614,4.2846
low,pop,indie poptimism,0.656,0.729,5,-4.223,minor,0.0765,0.0789,0,0.133,0.438,95.974,3.59635
low,pop,indie poptimism,0.553,0.811,4,-5.832,major,0.111,0.0449,0,0.101,0.629,104.988,4.242866667
low,pop,indie poptimism,0.585,0.801,11,-5.406,minor,0.0995,0.00601,8.20E-05,0.0865,0.283,101.987,3.695783333
low,pop,indie poptimism,0.717,0.614,9,-5.043,minor,0.053,0.0906,9.51E-06,0.115,0.382,112.01,3.476766667
low,pop,indie poptimism,0.64,0.646,5,-6.161,minor,0.13,0.276,0,0.126,0.37,97.864,3.153083333
low,pop,indie poptimism,0.693,0.734,5,-6.9,minor,0.0565,0.00219,1.29E-05,0.163,0.828,131.967,3.5537
low,pop,indie poptimism,0.692,0.648,6,-5,major,0.0374,0.141,0,0.061,0.944,107.229,2.871783333
high,pop,indie poptimism,0.573,0.739,0,-5.74,major,0.129,0.0285,0,0.111,0.451,97.085,3.837116667
high,pop,indie poptimism,0.632,0.575,5,-6.478,major,0.029,0.0225,1.81E-06,0.104,0.188,90.037,3.0569
low,pop,indie poptimism,0.786,0.687,0,-5.914,major,0.141,0.00758,0,0.619,0.345,105.021,3.586
low,pop,indie poptimism,0.693,0.65,1,-8.376,major,0.192,0.0398,0,0.186,0.663,85.026,3.641333333
low,pop,indie poptimism,0.724,0.628,4,-4.219,major,0.0962,0.409,0,0.105,0.524,99.898,3.031333333
low,pop,indie poptimism,0.459,0.587,9,-6.983,major,0.0785,0.453,0,0.307,0.581,113.901,3.5404
low,pop,indie poptimism,0.658,0.741,7,-2.86,minor,0.0536,0.141,0,0.189,0.789,98.024,3.370216667
low,pop,indie poptimism,0.602,0.807,5,-4.577,major,0.0545,0.0186,0,0.148,0.424,96.044,3.155783333
low,pop,indie poptimism,0.586,0.83,0,-5.375,major,0.0416,0.00823,0.0028,0.348,0.486,120.017,3.718033333
high,pop,indie poptimism,0.819,0.913,4,-3.059,minor,0.0427,0.0935,3.72E-05,0.161,0.536,119.989,3.652666667
high,pop,indie poptimism,0.748,0.524,8,-5.599,major,0.0338,0.414,0,0.111,0.661,95.01,4.082666667
low,pop,indie poptimism,0.774,0.739,0,-4.022,major,0.0952,0.0316,5.95E-06,0.119,0.823,126.002,4.104
low,pop,indie poptimism,0.711,0.714,7,-4.714,minor,0.0374,0.183,0.0287,0.122,0.389,104.912,3.147483333
low,pop,indie poptimism,0.476,0.718,8,-5.309,major,0.0576,0.0784,1.02E-05,0.122,0.142,199.864,3.43245
low,pop,indie poptimism,0.795,0.642,8,-4.089,major,0.0425,0.0266,1.20E-05,0.0805,0.608,115.009,2.959933333
low,pop,indie poptimism,0.617,0.615,4,-6.518,major,0.0567,0.0139,0,0.0897,0.564,125.898,3.64385
high,pop,indie poptimism,0.662,0.586,0,-8.821,major,0.0307,0.097,0.00272,0.115,0.296,90,3.234666667
low,pop,indie poptimism,0.483,0.777,4,-5.049,major,0.0618,0.017,1.94E-05,0.209,0.572,153.054,4.209333333
low,pop,indie poptimism,0.574,0.922,4,-3.104,major,0.0476,0.42,0.000189,0.146,0.232,108.005,3.260883333
low,pop,indie poptimism,0.599,0.9,5,-3.144,major,0.136,0.0936,0,0.0888,0.394,100.014,3.102
low,pop,indie poptimism,0.569,0.789,11,-4.607,major,0.123,0.564,0,0.294,0.603,160.014,3.3002
low,pop,indie poptimism,0.436,0.85,2,-4.86,major,0.0617,0.000861,0.74,0.128,0.537,152.644,3.05155
low,pop,indie poptimism,0.674,0.647,5,-6.105,major,0.0474,0.000395,0.00203,0.0696,0.287,124.048,3.468966667
low,pop,indie poptimism,0.603,0.879,5,-4.098,major,0.124,0.0184,0,0.156,0.318,110.125,3.804216667
low,pop,indie poptimism,0.634,0.656,11,-4.478,major,0.0842,0.236,1.19E-05,0.0444,0.706,133.917,3.347116667
low,pop,indie poptimism,0.643,0.84,7,-3.423,major,0.031,0.00212,0,0.391,0.356,105.027,3.4302
low,pop,indie poptimism,0.689,0.791,0,-5.194,minor,0.053,0.023,0,0.0526,0.755,95.04,3.50955
low,pop,indie poptimism,0.603,0.882,11,-2.772,minor,0.0677,0.0089,0.0584,0.632,0.688,172.175,3.4936
low,pop,indie poptimism,0.731,0.727,7,-5.608,minor,0.0356,0.0295,4.56E-06,0.171,0.601,120.968,2.666816667
low,pop,indie poptimism,0.51,0.692,0,-5.825,major,0.171,0.00451,0,0.138,0.209,102.42,3.806016667
low,pop,indie poptimism,0.55,0.689,3,-7.76,minor,0.094,0.0498,0,0.207,0.408,99.904,3.74145
low,pop,indie poptimism,0.6,0.848,4,-3.967,major,0.0433,0.0157,0,0.243,0.437,124.082,3.553716667
low,pop,indie poptimism,0.648,0.762,4,-5.116,major,0.0667,0.0441,0,0.127,0.581,87.969,3.782883333
low,pop,indie poptimism,0.708,0.945,5,-3.247,minor,0.234,0.00104,0.0803,0.227,0.545,127.96,3.38555
low,pop,indie poptimism,0.617,0.427,4,-9.451,minor,0.034,0.226,1.23E-06,0.108,0.361,145.058,3.893116667
low,pop,indie poptimism,0.945,0.394,10,-8.571,major,0.492,0.303,0,0.131,0.743,120.058,3.495783333
low,pop,indie poptimism,0.787,0.527,1,-6.981,major,0.0512,0.0615,0,0.0656,0.807,133.107,3.128883333
low,pop,indie poptimism,0.646,0.795,9,-3.293,major,0.0976,0.0319,0,0.267,0.796,89.99,3.516
low,pop,indie poptimism,0.634,0.822,7,-7.438,major,0.0408,0.254,0.000418,0.262,0.285,104.982,3.2569
low,pop,indie poptimism,0.623,0.656,0,-5.608,minor,0.0416,0.0561,0,0.0855,0.366,95.878,3.671516667
low,pop,indie poptimism,0.55,0.918,11,-2.818,major,0.0723,0.149,1.70E-05,0.355,0.35,95.977,3.53125
low,pop,indie poptimism,0.777,0.627,7,-6.142,major,0.0792,0.356,0,0.0956,0.444,100.054,3.574666667
low,pop,indie poptimism,0.67,0.838,0,-4.031,major,0.0362,0.0604,0.000611,0.159,0.717,104.998,3.700683333
low,pop,indie poptimism,0.744,0.836,6,-2.396,minor,0.0507,0.0435,0,0.194,0.36,114.965,2.91555
low,pop,indie poptimism,0.616,0.848,8,-3.021,major,0.202,0.866,0,0.108,0.519,78.27,3.28245
low,pop,indie poptimism,0.564,0.768,8,-6.431,major,0.0342,0.00262,0,0.324,0.362,144.971,3.29655
low,pop,indie poptimism,0.501,0.648,9,-7.173,major,0.0696,0.028,1.26E-05,0.153,0.191,163.834,3.753333333
low,pop,indie poptimism,0.793,0.567,2,-7.604,major,0.0813,0.0687,0,0.0663,0.813,108.007,3.14815
low,pop,indie poptimism,0.757,0.565,11,-5.895,major,0.0324,0.174,0,0.105,0.682,119.959,3.0067
low,pop,indie poptimism,0.681,0.774,1,-3.167,minor,0.0787,0.0992,0,0.35,0.267,102.924,2.707083333
low,pop,indie poptimism,0.561,0.8,8,-4.576,major,0.0324,0.0709,0.000133,0.0934,0.399,96.989,3.4084
low,pop,indie poptimism,0.596,0.732,2,-6.189,major,0.0401,0.0153,0,0.318,0.228,99.98,3.973116667
low,pop,indie poptimism,0.398,0.726,7,-4.048,major,0.0417,0.131,0,0.251,0.427,143.621,3.40445
high,pop,indie poptimism,0.579,0.736,6,-3.863,minor,0.0527,0.31,0,0.198,0.613,127.999,3.84355
low,pop,indie poptimism,0.641,0.844,6,-5.758,major,0.0465,0.0032,0,0.106,0.834,150.03,3.40725
low,pop,indie poptimism,0.368,0.896,5,-4.315,major,0.172,0.0516,0,0.141,0.69,88.493,3.843
low,pop,indie poptimism,0.604,0.549,1,-5.554,minor,0.248,0.0684,5.15E-05,0.356,0.444,131.544,2.357
low,pop,indie poptimism,0.712,0.797,9,-6.206,major,0.0542,0.0682,0,0.253,0.872,150.095,3.221683333
low,pop,indie poptimism,0.73,0.637,1,-6.417,major,0.0837,0.00362,0,0.0642,0.56,127.026,3.963783333
low,pop,indie poptimism,0.596,0.77,5,-5.852,major,0.0775,0.21,0,0.0938,0.547,124.914,2.976
low,pop,indie poptimism,0.696,0.743,6,-3.851,major,0.0329,0.0773,0,0.0587,0.636,123.007,3.354233333
low,pop,indie poptimism,0.55,0.763,4,-3.72,minor,0.0363,0.016,0.00013,0.344,0.531,84.637,3.122666667
low,pop,indie poptimism,0.77,0.935,1,-2.539,minor,0.1,0.256,1.26E-06,0.309,0.964,150.035,3.147783333
high,pop,indie poptimism,0.276,0.715,0,-5.356,major,0.0432,0.00552,0.000417,0.201,0.173,137.028,3.846
low,pop,indie poptimism,0.741,0.626,1,-4.826,minor,0.0886,0.02,0,0.0828,0.706,108.029,3.14155
low,pop,indie poptimism,0.711,0.521,6,-5.104,major,0.0697,0.0872,2.79E-05,0.0807,0.34,125.995,4.402216667
low,pop,indie poptimism,0.599,0.619,10,-6.575,major,0.0523,0.002,1.49E-06,0.117,0.121,128.041,3.83245
low,pop,indie poptimism,0.706,0.69,9,-5.538,minor,0.0308,0.0538,0.465,0.281,0.81,100.002,3.834216667
low,pop,indie poptimism,0.817,0.695,8,-7.391,major,0.0497,0.0299,0.00183,0.0956,0.404,91.971,4.440216667
low,pop,indie poptimism,0.706,0.89,1,-4.444,minor,0.0688,0.0588,0.00286,0.306,0.684,128.011,4.13555
low,pop,indie poptimism,0.745,0.669,9,-3.613,major,0.129,0.522,0,0.154,0.699,143.164,3.019233333
low,pop,indie poptimism,0.585,0.77,3,-4.604,major,0.0396,0.0227,5.60E-06,0.0692,0.393,122.987,3.85755
low,pop,indie poptimism,0.365,0.669,7,-5.635,minor,0.0498,0.00231,0,0.117,0.204,94.669,3.418883333
low,pop,indie poptimism,0.593,0.872,1,-4.525,minor,0.0959,0.0784,0,0.286,0.523,91.964,3.466666667
high,pop,indie poptimism,0.449,0.585,5,-6.762,major,0.0268,0.0522,8.49E-05,0.0833,0.203,139.627,4.645316667
high,pop,indie poptimism,0.484,0.731,1,-6.694,major,0.0379,0.431,0,0.151,0.51,101.654,3.404666667
low,pop,indie poptimism,0.735,0.686,4,-7.562,minor,0.0366,0.00108,0.871,0.0933,0.0656,121.011,4.31555
low,pop,indie poptimism,0.406,0.949,8,-4.488,minor,0.114,0.00685,5.20E-06,0.0805,0.457,160.007,4.275
low,pop,indie poptimism,0.381,0.668,1,-4.328,minor,0.0326,0.00457,0,0.0877,0.104,75.004,3.36
